alpha,batch_size,cuda_id,data_dir,data_name,emb_size,lr,model,multi_relation,no_cuda,num_epochs,optimizer,rho,save_dir,seed,test_ratio,thres,train_ratio,valid_epochs,weight_decay,Configuration,F1-Macro,F1-1,F1-0,AUC,G-Mean
2,256,2,./data/,comp,32,0.005,GCN,GNN,TRUE,500,adam,0.2,./pytorch_models/,72,0.27,0.4,0.8,5,0.0001,1539,0.26032176778445437,0.208955224,0.3116883116883117,0.6009043927648579,0.4167054245539806
2,256,2,./data/,comp,32,0.005,GCN,GNN,TRUE,500,adam,0.4,./pytorch_models/,72,0.27,0.4,0.8,5,0.0001,1551,0.26032176778445437,0.208955224,0.3116883116883117,0.6009043927648579,0.4167054245539806
2,256,2,./data/,comp,32,0.005,GCN,GNN,TRUE,500,adam,0.6,./pytorch_models/,72,0.27,0.4,0.8,5,0.0001,1563,0.26032176778445437,0.208955224,0.3116883116883117,0.6009043927648579,0.4167054245539806
2,256,2,./data/,comp,32,0.005,GCN,GNN,TRUE,500,adam,0.8,./pytorch_models/,72,0.27,0.4,0.8,5,0.0001,1575,0.26032176778445437,0.208955224,0.3116883116883117,0.6009043927648579,0.4167054245539806
2,256,2,./data/,comp,32,0.005,GCN,GNN,TRUE,500,adam,0.2,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,1542,0.5511074651353569,0.17391304347826086,0.9283018867924528,0.6009043927648579,0.35655544161565733
2,256,2,./data/,comp,32,0.005,GCN,GNN,TRUE,500,adam,0.4,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,1554,0.5511074651353569,0.17391304347826086,0.9283018867924528,0.6009043927648579,0.35655544161565733
2,256,2,./data/,comp,32,0.005,GCN,GNN,TRUE,500,adam,0.6,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,1566,0.5511074651353569,0.17391304347826086,0.9283018867924528,0.6009043927648579,0.35655544161565733
2,256,2,./data/,comp,32,0.005,GCN,GNN,TRUE,500,adam,0.8,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,1578,0.5511074651353569,0.17391304347826086,0.9283018867924528,0.6009043927648579,0.35655544161565733
2,256,2,./data/,comp,32,0.005,GCN,GNN,TRUE,500,adam,0.2,./pytorch_models/,72,0.27,0.2,0.8,5,0.0001,1536,0.11888111888111888,0.19230769230769232,0.045454545454545456,0.6009043927648579,0.15249857033260467
2,256,2,./data/,comp,32,0.005,GCN,GNN,TRUE,500,adam,0.4,./pytorch_models/,72,0.27,0.2,0.8,5,0.0001,1548,0.11888111888111888,0.19230769230769232,0.045454545454545456,0.6009043927648579,0.15249857033260467
2,256,2,./data/,comp,32,0.005,GCN,GNN,TRUE,500,adam,0.6,./pytorch_models/,72,0.27,0.2,0.8,5,0.0001,1560,0.11888111888111888,0.19230769230769232,0.045454545454545456,0.6009043927648579,0.15249857033260467
2,256,2,./data/,comp,32,0.005,GCN,GNN,TRUE,500,adam,0.8,./pytorch_models/,72,0.27,0.2,0.8,5,0.0001,1572,0.11888111888111888,0.19230769230769232,0.045454545454545456,0.6009043927648579,0.15249857033260467
2,256,2,./data/,comp,32,0.005,GCN,GNN,TRUE,500,adam,0.2,./pytorch_models/,72,0.27,0.8,0.8,5,0.0001,1545,0.4696132596685083,0,0.9392265193370166,0.6009043927648579,0
2,256,2,./data/,comp,32,0.005,GCN,GNN,TRUE,500,adam,0.4,./pytorch_models/,72,0.27,0.8,0.8,5,0.0001,1557,0.4696132596685083,0,0.9392265193370166,0.6009043927648579,0
2,256,2,./data/,comp,32,0.005,GCN,GNN,TRUE,500,adam,0.6,./pytorch_models/,72,0.27,0.8,0.8,5,0.0001,1569,0.4696132596685083,0,0.9392265193370166,0.6009043927648579,0
2,256,2,./data/,comp,32,0.005,GCN,GNN,TRUE,500,adam,0.8,./pytorch_models/,72,0.27,0.8,0.8,5,0.0001,1581,0.4696132596685083,0,0.9392265193370166,0.6009043927648579,0
2,128,2,./data/,comp,64,0.005,GCN,GNN,TRUE,500,adam,0.2,./pytorch_models/,72,0.27,0.4,0.8,5,0.0001,1348,0.28984375,0.2109375,0.36875,0.5993540051679587,0.45366722769930395
2,128,2,./data/,comp,64,0.005,GCN,GNN,TRUE,500,adam,0.4,./pytorch_models/,72,0.27,0.4,0.8,5,0.0001,1360,0.28984375,0.2109375,0.36875,0.5993540051679587,0.45366722769930395
2,128,2,./data/,comp,64,0.005,GCN,GNN,TRUE,500,adam,0.6,./pytorch_models/,72,0.27,0.4,0.8,5,0.0001,1372,0.28984375,0.2109375,0.36875,0.5993540051679587,0.45366722769930395
2,128,2,./data/,comp,64,0.005,GCN,GNN,TRUE,500,adam,0.8,./pytorch_models/,72,0.27,0.4,0.8,5,0.0001,1384,0.28984375,0.2109375,0.36875,0.5993540051679587,0.45366722769930395
2,128,2,./data/,comp,64,0.005,GCN,GNN,TRUE,500,adam,0.2,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,1351,0.5482443791980051,0.1702127659574468,0.9262759924385633,0.5993540051679587,0.35582999744274424
2,128,2,./data/,comp,64,0.005,GCN,GNN,TRUE,500,adam,0.4,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,1363,0.5482443791980051,0.1702127659574468,0.9262759924385633,0.5993540051679587,0.35582999744274424
2,128,2,./data/,comp,64,0.005,GCN,GNN,TRUE,500,adam,0.6,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,1375,0.5482443791980051,0.1702127659574468,0.9262759924385633,0.5993540051679587,0.35582999744274424
2,128,2,./data/,comp,64,0.005,GCN,GNN,TRUE,500,adam,0.8,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,1387,0.5482443791980051,0.1702127659574468,0.9262759924385633,0.5993540051679587,0.35582999744274424
2,128,2,./data/,comp,64,0.005,GCN,GNN,TRUE,500,adam,0.2,./pytorch_models/,72,0.27,0.2,0.8,5,0.0001,1345,0.13163726190620345,0.18892508143322476,0.074349442,0.5993540051679587,0.19356575177029106
2,128,2,./data/,comp,64,0.005,GCN,GNN,TRUE,500,adam,0.4,./pytorch_models/,72,0.27,0.2,0.8,5,0.0001,1357,0.13163726190620345,0.18892508143322476,0.074349442,0.5993540051679587,0.19356575177029106
2,128,2,./data/,comp,64,0.005,GCN,GNN,TRUE,500,adam,0.6,./pytorch_models/,72,0.27,0.2,0.8,5,0.0001,1369,0.13163726190620345,0.18892508143322476,0.074349442,0.5993540051679587,0.19356575177029106
2,128,2,./data/,comp,64,0.005,GCN,GNN,TRUE,500,adam,0.8,./pytorch_models/,72,0.27,0.2,0.8,5,0.0001,1381,0.13163726190620345,0.18892508143322476,0.074349442,0.5993540051679587,0.19356575177029106
2,128,2,./data/,comp,64,0.005,GCN,GNN,TRUE,500,adam,0.2,./pytorch_models/,72,0.27,0.8,0.8,5,0.0001,1354,0.47155963302752296,0,0.9431192660550459,0.5993540051679587,0
2,128,2,./data/,comp,64,0.005,GCN,GNN,TRUE,500,adam,0.4,./pytorch_models/,72,0.27,0.8,0.8,5,0.0001,1366,0.47155963302752296,0,0.9431192660550459,0.5993540051679587,0
2,128,2,./data/,comp,64,0.005,GCN,GNN,TRUE,500,adam,0.6,./pytorch_models/,72,0.27,0.8,0.8,5,0.0001,1378,0.47155963302752296,0,0.9431192660550459,0.5993540051679587,0
2,128,2,./data/,comp,64,0.005,GCN,GNN,TRUE,500,adam,0.8,./pytorch_models/,72,0.27,0.8,0.8,5,0.0001,1390,0.47155963302752296,0,0.9431192660550459,0.5993540051679587,0
2,64,2,./data/,comp,32,0.005,GCN,GNN,TRUE,50,adam,0.2,./pytorch_models/,72,0.27,0.4,0.8,5,0.0001,3,0.22188449848024316,0.20567375886524822,0.23809523809523808,0.5949612403100775,0.3621283624688803
2,64,2,./data/,comp,32,0.005,GCN,GNN,TRUE,50,adam,0.4,./pytorch_models/,72,0.27,0.4,0.8,5,0.0001,15,0.22188449848024316,0.20567375886524822,0.23809523809523808,0.5949612403100775,0.3621283624688803
2,64,2,./data/,comp,32,0.005,GCN,GNN,TRUE,50,adam,0.6,./pytorch_models/,72,0.27,0.4,0.8,5,0.0001,27,0.22188449848024316,0.20567375886524822,0.23809523809523808,0.5949612403100775,0.3621283624688803
2,64,2,./data/,comp,32,0.005,GCN,GNN,TRUE,50,adam,0.8,./pytorch_models/,72,0.27,0.4,0.8,5,0.0001,39,0.22188449848024316,0.20567375886524822,0.23809523809523808,0.5949612403100775,0.3621283624688803
2,64,2,./data/,comp,32,0.005,GCN,GNN,TRUE,50,adam,0.2,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,6,0.5164179104477612,0.1,0.9328358208955224,0.5949612403100775,0.2541642838876744
2,64,2,./data/,comp,32,0.005,GCN,GNN,TRUE,50,adam,0.4,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,18,0.5164179104477612,0.1,0.9328358208955224,0.5949612403100775,0.2541642838876744
2,64,2,./data/,comp,32,0.005,GCN,GNN,TRUE,50,adam,0.6,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,30,0.5164179104477612,0.1,0.9328358208955224,0.5949612403100775,0.2541642838876744
2,64,2,./data/,comp,32,0.005,GCN,GNN,TRUE,50,adam,0.8,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,42,0.5164179104477612,0.1,0.9328358208955224,0.5949612403100775,0.2541642838876744
2,64,2,./data/,comp,32,0.005,GCN,GNN,TRUE,50,adam,0.2,./pytorch_models/,72,0.27,0.2,0.8,5,0.0001,0,0.098498228,0.1892744479495268,0.007722008,0.5949612403100775,0.062257280636469035
2,64,2,./data/,comp,32,0.005,GCN,GNN,TRUE,50,adam,0.4,./pytorch_models/,72,0.27,0.2,0.8,5,0.0001,12,0.098498228,0.1892744479495268,0.007722008,0.5949612403100775,0.062257280636469035
2,64,2,./data/,comp,32,0.005,GCN,GNN,TRUE,50,adam,0.6,./pytorch_models/,72,0.27,0.2,0.8,5,0.0001,24,0.098498228,0.1892744479495268,0.007722008,0.5949612403100775,0.062257280636469035
2,64,2,./data/,comp,32,0.005,GCN,GNN,TRUE,50,adam,0.8,./pytorch_models/,72,0.27,0.2,0.8,5,0.0001,36,0.098498228,0.1892744479495268,0.007722008,0.5949612403100775,0.062257280636469035
2,64,2,./data/,comp,32,0.005,GCN,GNN,TRUE,50,adam,0.2,./pytorch_models/,72,0.27,0.8,0.8,5,0.0001,9,0.4725274725274725,0,0.945054945,0.5949612403100775,0
2,64,2,./data/,comp,32,0.005,GCN,GNN,TRUE,50,adam,0.4,./pytorch_models/,72,0.27,0.8,0.8,5,0.0001,21,0.4725274725274725,0,0.945054945,0.5949612403100775,0
2,64,2,./data/,comp,32,0.005,GCN,GNN,TRUE,50,adam,0.6,./pytorch_models/,72,0.27,0.8,0.8,5,0.0001,33,0.4725274725274725,0,0.945054945,0.5949612403100775,0
2,64,2,./data/,comp,32,0.005,GCN,GNN,TRUE,50,adam,0.8,./pytorch_models/,72,0.27,0.8,0.8,5,0.0001,45,0.4725274725274725,0,0.945054945,0.5949612403100775,0
2,256,2,./data/,comp,64,0.005,GCN,GNN,TRUE,500,adam,0.2,./pytorch_models/,72,0.27,0.4,0.8,5,0.0001,1540,0.2945326278659612,0.20634920634920634,0.38271604938271603,0.5943152454780363,0.4563646939128061
2,256,2,./data/,comp,64,0.005,GCN,GNN,TRUE,500,adam,0.4,./pytorch_models/,72,0.27,0.4,0.8,5,0.0001,1552,0.2945326278659612,0.20634920634920634,0.38271604938271603,0.5943152454780363,0.4563646939128061
2,256,2,./data/,comp,64,0.005,GCN,GNN,TRUE,500,adam,0.6,./pytorch_models/,72,0.27,0.4,0.8,5,0.0001,1564,0.2945326278659612,0.20634920634920634,0.38271604938271603,0.5943152454780363,0.4563646939128061
2,256,2,./data/,comp,64,0.005,GCN,GNN,TRUE,500,adam,0.8,./pytorch_models/,72,0.27,0.4,0.8,5,0.0001,1576,0.2945326278659612,0.20634920634920634,0.38271604938271603,0.5943152454780363,0.4563646939128061
2,256,2,./data/,comp,64,0.005,GCN,GNN,TRUE,500,adam,0.2,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,1543,0.5142010485525416,0.097560976,0.930841121,0.5943152454780363,0.2536554459721254
2,256,2,./data/,comp,64,0.005,GCN,GNN,TRUE,500,adam,0.4,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,1555,0.5142010485525416,0.097560976,0.930841121,0.5943152454780363,0.2536554459721254
2,256,2,./data/,comp,64,0.005,GCN,GNN,TRUE,500,adam,0.6,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,1567,0.5142010485525416,0.097560976,0.930841121,0.5943152454780363,0.2536554459721254
2,256,2,./data/,comp,64,0.005,GCN,GNN,TRUE,500,adam,0.8,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,1579,0.5142010485525416,0.097560976,0.930841121,0.5943152454780363,0.2536554459721254
2,256,2,./data/,comp,64,0.005,GCN,GNN,TRUE,500,adam,0.2,./pytorch_models/,72,0.27,0.2,0.8,5,0.0001,1537,0.14002828854314003,0.1848184818481848,0.095238095,0.5943152454780363,0.21686037852178028
2,256,2,./data/,comp,64,0.005,GCN,GNN,TRUE,500,adam,0.4,./pytorch_models/,72,0.27,0.2,0.8,5,0.0001,1549,0.14002828854314003,0.1848184818481848,0.095238095,0.5943152454780363,0.21686037852178028
2,256,2,./data/,comp,64,0.005,GCN,GNN,TRUE,500,adam,0.6,./pytorch_models/,72,0.27,0.2,0.8,5,0.0001,1561,0.14002828854314003,0.1848184818481848,0.095238095,0.5943152454780363,0.21686037852178028
2,256,2,./data/,comp,64,0.005,GCN,GNN,TRUE,500,adam,0.8,./pytorch_models/,72,0.27,0.2,0.8,5,0.0001,1573,0.14002828854314003,0.1848184818481848,0.095238095,0.5943152454780363,0.21686037852178028
2,256,2,./data/,comp,64,0.005,GCN,GNN,TRUE,500,adam,0.2,./pytorch_models/,72,0.27,0.8,0.8,5,0.0001,1546,0.47155963302752296,0,0.9431192660550459,0.5943152454780363,0
2,256,2,./data/,comp,64,0.005,GCN,GNN,TRUE,500,adam,0.4,./pytorch_models/,72,0.27,0.8,0.8,5,0.0001,1558,0.47155963302752296,0,0.9431192660550459,0.5943152454780363,0
2,256,2,./data/,comp,64,0.005,GCN,GNN,TRUE,500,adam,0.6,./pytorch_models/,72,0.27,0.8,0.8,5,0.0001,1570,0.47155963302752296,0,0.9431192660550459,0.5943152454780363,0
2,256,2,./data/,comp,64,0.005,GCN,GNN,TRUE,500,adam,0.8,./pytorch_models/,72,0.27,0.8,0.8,5,0.0001,1582,0.47155963302752296,0,0.9431192660550459,0.5943152454780363,0
2,64,2,./data/,comp,64,0.005,GCN,GNN,TRUE,50,adam,0.2,./pytorch_models/,72,0.27,0.4,0.8,5,0.0001,4,0.2048515245409498,0.20209059233449478,0.20761245674740483,0.5921188630490957,0.3352657166714095
2,64,2,./data/,comp,64,0.005,GCN,GNN,TRUE,50,adam,0.4,./pytorch_models/,72,0.27,0.4,0.8,5,0.0001,16,0.2048515245409498,0.20209059233449478,0.20761245674740483,0.5921188630490957,0.3352657166714095
2,64,2,./data/,comp,64,0.005,GCN,GNN,TRUE,50,adam,0.6,./pytorch_models/,72,0.27,0.4,0.8,5,0.0001,28,0.2048515245409498,0.20209059233449478,0.20761245674740483,0.5921188630490957,0.3352657166714095
2,64,2,./data/,comp,64,0.005,GCN,GNN,TRUE,50,adam,0.8,./pytorch_models/,72,0.27,0.4,0.8,5,0.0001,40,0.2048515245409498,0.20209059233449478,0.20761245674740483,0.5921188630490957,0.3352657166714095
2,64,2,./data/,comp,64,0.005,GCN,GNN,TRUE,50,adam,0.2,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,7,0.5078605604921395,0.090909091,0.92481203,0.5921188630490957,0.25212277063539545
2,64,2,./data/,comp,64,0.005,GCN,GNN,TRUE,50,adam,0.4,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,19,0.5078605604921395,0.090909091,0.92481203,0.5921188630490957,0.25212277063539545
2,64,2,./data/,comp,64,0.005,GCN,GNN,TRUE,50,adam,0.6,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,31,0.5078605604921395,0.090909091,0.92481203,0.5921188630490957,0.25212277063539545
2,64,2,./data/,comp,64,0.005,GCN,GNN,TRUE,50,adam,0.8,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,43,0.5078605604921395,0.090909091,0.92481203,0.5921188630490957,0.25212277063539545
2,64,2,./data/,comp,64,0.005,GCN,GNN,TRUE,50,adam,0.2,./pytorch_models/,72,0.27,0.2,0.8,5,0.0001,1,0.098498228,0.1892744479495268,0.007722008,0.5921188630490957,0.062257280636469035
2,64,2,./data/,comp,64,0.005,GCN,GNN,TRUE,50,adam,0.4,./pytorch_models/,72,0.27,0.2,0.8,5,0.0001,13,0.098498228,0.1892744479495268,0.007722008,0.5921188630490957,0.062257280636469035
2,64,2,./data/,comp,64,0.005,GCN,GNN,TRUE,50,adam,0.6,./pytorch_models/,72,0.27,0.2,0.8,5,0.0001,25,0.098498228,0.1892744479495268,0.007722008,0.5921188630490957,0.062257280636469035
2,64,2,./data/,comp,64,0.005,GCN,GNN,TRUE,50,adam,0.8,./pytorch_models/,72,0.27,0.2,0.8,5,0.0001,37,0.098498228,0.1892744479495268,0.007722008,0.5921188630490957,0.062257280636469035
2,64,2,./data/,comp,64,0.005,GCN,GNN,TRUE,50,adam,0.2,./pytorch_models/,72,0.27,0.8,0.8,5,0.0001,10,0.4725274725274725,0,0.945054945,0.5921188630490957,0
2,64,2,./data/,comp,64,0.005,GCN,GNN,TRUE,50,adam,0.4,./pytorch_models/,72,0.27,0.8,0.8,5,0.0001,22,0.4725274725274725,0,0.945054945,0.5921188630490957,0
2,64,2,./data/,comp,64,0.005,GCN,GNN,TRUE,50,adam,0.6,./pytorch_models/,72,0.27,0.8,0.8,5,0.0001,34,0.4725274725274725,0,0.945054945,0.5921188630490957,0
2,64,2,./data/,comp,64,0.005,GCN,GNN,TRUE,50,adam,0.8,./pytorch_models/,72,0.27,0.8,0.8,5,0.0001,46,0.4725274725274725,0,0.945054945,0.5921188630490957,0
2,64,2,./data/,comp,128,0.005,GCN,GNN,TRUE,100,adam,0.2,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,584,0.5427332223211866,0.16326530612244897,0.9222011385199241,0.5916020671834625,0.354374654
2,64,2,./data/,comp,128,0.005,GCN,GNN,TRUE,100,adam,0.4,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,596,0.5427332223211866,0.16326530612244897,0.9222011385199241,0.5916020671834625,0.354374654
2,64,2,./data/,comp,128,0.005,GCN,GNN,TRUE,100,adam,0.6,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,608,0.5427332223211866,0.16326530612244897,0.9222011385199241,0.5916020671834625,0.354374654
2,64,2,./data/,comp,128,0.005,GCN,GNN,TRUE,100,adam,0.8,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,620,0.5427332223211866,0.16326530612244897,0.9222011385199241,0.5916020671834625,0.354374654
2,64,2,./data/,comp,128,0.005,GCN,GNN,TRUE,100,adam,0.2,./pytorch_models/,72,0.27,0.4,0.8,5,0.0001,581,0.20477482365708083,0.19649122807017544,0.21305841924398625,0.5916020671834625,0.3348801320508239
2,64,2,./data/,comp,128,0.005,GCN,GNN,TRUE,100,adam,0.4,./pytorch_models/,72,0.27,0.4,0.8,5,0.0001,593,0.20477482365708083,0.19649122807017544,0.21305841924398625,0.5916020671834625,0.3348801320508239
2,64,2,./data/,comp,128,0.005,GCN,GNN,TRUE,100,adam,0.6,./pytorch_models/,72,0.27,0.4,0.8,5,0.0001,605,0.20477482365708083,0.19649122807017544,0.21305841924398625,0.5916020671834625,0.3348801320508239
2,64,2,./data/,comp,128,0.005,GCN,GNN,TRUE,100,adam,0.8,./pytorch_models/,72,0.27,0.4,0.8,5,0.0001,617,0.20477482365708083,0.19649122807017544,0.21305841924398625,0.5916020671834625,0.3348801320508239
