alpha,batch_size,cuda_id,data_dir,data_name,emb_size,lr,model,multi_relation,no_cuda,num_epochs,optimizer,rho,save_dir,seed,test_ratio,thres,train_ratio,valid_epochs,weight_decay,Configuration,F1-Macro,F1-1,F1-0,AUC,G-Mean
2,1024,2,./data/,yelp,128,0.01,SAGE,GNN,True,50,adam,0.8,./pytorch_models/,72,0.67,0.2,0.4,5,0.01,37,0.12685509027318273,0.25371018054636546,0.0,0.7443157632450502,0.0
2,1024,2,./data/,yelp,64,0.01,SAGE,GNN,True,50,adam,0.8,./pytorch_models/,72,0.67,0.4,0.4,5,0.01,38,0.12685509027318273,0.25371018054636546,0.0,0.7420759875565003,0.0
2,1024,2,./data/,yelp,128,0.01,SAGE,GNN,True,50,adam,0.8,./pytorch_models/,72,0.67,0.4,0.4,5,0.01,39,0.12685509027318273,0.25371018054636546,0.0,0.7443157632450502,0.0
2,1024,2,./data/,yelp,64,0.01,SAGE,GNN,True,50,adam,0.8,./pytorch_models/,72,0.67,0.5,0.4,5,0.01,40,0.12685509027318273,0.25371018054636546,0.0,0.7420759875565003,0.0
2,1024,2,./data/,yelp,128,0.01,SAGE,GNN,True,50,adam,0.8,./pytorch_models/,72,0.67,0.5,0.4,5,0.01,41,0.12685509027318273,0.25371018054636546,0.0,0.7443157632450502,0.0
2,1024,2,./data/,yelp,64,0.05,SAGE,GNN,True,50,adam,0.8,./pytorch_models/,72,0.67,0.2,0.4,5,0.01,42,0.12685509027318273,0.25371018054636546,0.0,0.7348204333327985,0.0
2,1024,2,./data/,yelp,128,0.05,SAGE,GNN,True,50,adam,0.8,./pytorch_models/,72,0.67,0.2,0.4,5,0.01,43,0.12685509027318273,0.25371018054636546,0.0,0.7448227787588402,0.0
2,1024,2,./data/,yelp,64,0.05,SAGE,GNN,True,50,adam,0.8,./pytorch_models/,72,0.67,0.4,0.4,5,0.01,44,0.12685509027318273,0.25371018054636546,0.0,0.7348204333327985,0.0
2,1024,2,./data/,yelp,128,0.05,SAGE,GNN,True,50,adam,0.8,./pytorch_models/,72,0.67,0.4,0.4,5,0.01,45,0.12685509027318273,0.25371018054636546,0.0,0.7448227787588402,0.0
2,1024,2,./data/,yelp,64,0.05,SAGE,GNN,True,50,adam,0.8,./pytorch_models/,72,0.67,0.5,0.4,5,0.01,46,0.12685509027318273,0.25371018054636546,0.0,0.7348204333327985,0.0
2,1024,2,./data/,yelp,128,0.05,SAGE,GNN,True,50,adam,0.8,./pytorch_models/,72,0.67,0.5,0.4,5,0.01,47,0.12685509027318273,0.25371018054636546,0.0,0.7448227787588402,0.0
