alpha,batch_size,cuda_id,data_dir,data_name,emb_size,lr,model,multi_relation,no_cuda,num_epochs,optimizer,rho,save_dir,seed,test_ratio,thres,train_ratio,valid_epochs,weight_decay,Configuration,F1-Macro,F1-1,F1-0,AUC,G-Mean
2,64,2,./data/,AlibabaLoan,64,0.003,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0002,77,0.15812917594654788,0.31625835189309576,0.0,0.6515068990559186,0.0
2,64,2,./data/,AlibabaLoan,32,0.005,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0002,78,0.16,0.32,0.0,0.6499183006535948,0.0
2,64,2,./data/,AlibabaLoan,64,0.005,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0002,79,0.16,0.32,0.0,0.6525054466230936,0.0
2,64,2,./data/,AlibabaLoan,32,0.001,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0003,80,0.16,0.32,0.0,0.6559095860566448,0.0
2,64,2,./data/,AlibabaLoan,64,0.001,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0003,81,0.1598357985273995,0.3131991051454139,0.006472491909385114,0.6557280319535221,0.05636662846621027
2,64,2,./data/,AlibabaLoan,32,0.002,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0003,82,0.16,0.32,0.0,0.6520061728395061,0.0
2,64,2,./data/,AlibabaLoan,64,0.002,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0003,83,0.15812917594654788,0.31625835189309576,0.0,0.6561819172113288,0.0
2,64,2,./data/,AlibabaLoan,32,0.003,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0003,84,0.16,0.32,0.0,0.650599128540305,0.0
2,64,2,./data/,AlibabaLoan,64,0.003,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0003,85,0.15812917594654788,0.31625835189309576,0.0,0.6538671023965141,0.0
2,64,2,./data/,AlibabaLoan,32,0.005,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0003,86,0.16,0.32,0.0,0.6520969498910676,0.0
2,64,2,./data/,AlibabaLoan,64,0.005,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0003,87,0.16,0.32,0.0,0.6507352941176472,0.0
2,64,2,./data/,AlibabaLoan,32,0.001,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0005,88,0.16,0.32,0.0,0.6553649237472766,0.0
2,64,2,./data/,AlibabaLoan,64,0.001,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0005,89,0.15812917594654788,0.31625835189309576,0.0,0.6564996368917937,0.0
2,64,2,./data/,AlibabaLoan,32,0.002,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0005,90,0.16,0.32,0.0,0.652596223674655,0.0
2,64,2,./data/,AlibabaLoan,64,0.002,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0005,91,0.16,0.32,0.0,0.6549110384894699,0.0
2,64,2,./data/,AlibabaLoan,32,0.003,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0005,92,0.16,0.32,0.0,0.6520969498910675,0.0
2,64,2,./data/,AlibabaLoan,64,0.003,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0005,93,0.16,0.32,0.0,0.6557734204793029,0.0
2,64,2,./data/,AlibabaLoan,32,0.005,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0005,94,0.16,0.32,0.0,0.6536401597676108,0.0
2,64,2,./data/,AlibabaLoan,64,0.005,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0005,95,0.16,0.32,0.0,0.6538671023965141,0.0
2,256,2,./data/,AlibabaLoan,32,0.001,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0001,96,0.16,0.32,0.0,0.6593591140159768,0.0
2,256,2,./data/,AlibabaLoan,64,0.001,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0001,97,0.18440736478711162,0.3181818181818182,0.05063291139240506,0.6545479302832244,0.15942890088431985
2,256,2,./data/,AlibabaLoan,32,0.002,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0001,98,0.16,0.32,0.0,0.6563634713144517,0.0
2,256,2,./data/,AlibabaLoan,64,0.002,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0001,99,0.16694967303732072,0.3146067415730337,0.01929260450160772,0.6546840958605664,0.09762986435483435
2,256,2,./data/,AlibabaLoan,32,0.003,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0001,100,0.16,0.32,0.0,0.6545479302832244,0.0
2,256,2,./data/,AlibabaLoan,64,0.003,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0001,101,0.15812917594654788,0.31625835189309576,0.0,0.6536401597676108,0.0
2,256,2,./data/,AlibabaLoan,32,0.005,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0001,102,0.16,0.32,0.0,0.6502814088598402,0.0
2,256,2,./data/,AlibabaLoan,64,0.005,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0001,103,0.15812917594654788,0.31625835189309576,0.0,0.6547294843863471,0.0
2,256,2,./data/,AlibabaLoan,32,0.001,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0002,104,0.16,0.32,0.0,0.6589506172839507,0.0
2,256,2,./data/,AlibabaLoan,64,0.001,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0002,105,0.1704781704781705,0.3153153153153153,0.02564102564102564,0.6549564270152506,0.11273325693242053
2,256,2,./data/,AlibabaLoan,32,0.002,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0002,106,0.16,0.32,0.0,0.6556826434277414,0.0
2,256,2,./data/,AlibabaLoan,64,0.002,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0002,107,0.1598357985273995,0.3131991051454139,0.006472491909385114,0.6553649237472766,0.05636662846621027
2,256,2,./data/,AlibabaLoan,32,0.003,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0002,108,0.16,0.32,0.0,0.6554103122730573,0.0
2,256,2,./data/,AlibabaLoan,64,0.003,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0002,109,0.15812917594654788,0.31625835189309576,0.0,0.654320987654321,0.0
2,256,2,./data/,AlibabaLoan,32,0.005,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0002,110,0.16,0.32,0.0,0.6494644153957879,0.0
2,256,2,./data/,AlibabaLoan,64,0.005,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0002,111,0.15812917594654788,0.31625835189309576,0.0,0.6537309368191722,0.0
2,256,2,./data/,AlibabaLoan,32,0.001,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0003,112,0.16,0.32,0.0,0.6588144517066086,0.0
2,256,2,./data/,AlibabaLoan,64,0.001,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0003,113,0.16340228554896571,0.31390134529147984,0.012903225806451613,0.6544117647058824,0.07971445044215993
2,256,2,./data/,AlibabaLoan,32,0.002,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0003,114,0.16,0.32,0.0,0.6560457516339869,0.0
2,256,2,./data/,AlibabaLoan,64,0.002,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0003,115,0.15625,0.3125,0.0,0.6555464778503994,0.0
2,256,2,./data/,AlibabaLoan,32,0.003,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0003,116,0.16,0.32,0.0,0.655455700798838,0.0
2,256,2,./data/,AlibabaLoan,64,0.003,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0003,117,0.15812917594654788,0.31625835189309576,0.0,0.65690813362382,0.0
2,256,2,./data/,AlibabaLoan,32,0.005,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0003,118,0.16,0.32,0.0,0.6505537400145243,0.0
2,256,2,./data/,AlibabaLoan,64,0.005,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0003,119,0.15812917594654788,0.31625835189309576,0.0,0.6561819172113289,0.0
2,256,2,./data/,AlibabaLoan,32,0.001,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0005,120,0.16,0.32,0.0,0.6582244008714597,0.0
2,256,2,./data/,AlibabaLoan,64,0.001,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0005,121,0.1598357985273995,0.3131991051454139,0.006472491909385114,0.6546840958605665,0.05636662846621027
2,256,2,./data/,AlibabaLoan,32,0.002,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0005,122,0.16,0.32,0.0,0.6573166303558461,0.0
